submission_id,response1,startDate,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,correct2,understand,text,condition,sentence,target,age,response,comments,picture1,response3,education,languages,sex,RT,correct3,context,trial_number,startTime,attempts,picture,question3,fairprice,question2,size,response2,trial_name
1174,dog,Fri Dec 06 2019 07:46:12 GMT-0800 (Pacific Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,no,2,dogs,Patricia,doberman,yes,Please label the pictures below.,NA,NA,NA,52,NA,I was enjoyed this survey.,warmup/chihuahua.jpg,Animals,graduated_college,English,male,NA,dogs,NA,2,1575647172430,1,NA,This is a ,1,These are both,NA,dog,warmup1
1174,chihuahua,Fri Dec 06 2019 07:46:12 GMT-0800 (Pacific Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,no,2,dogs,Patricia,doberman,yes,Please label the pictures below.,NA,NA,NA,52,NA,I was enjoyed this survey.,warmup/chihuahua.jpg,Dogs,graduated_college,English,male,NA,dogs,NA,2,1575647172430,2,NA,This is a ,1,These are both,NA,doberman,warmup1
1174,wood pecker,Fri Dec 06 2019 07:46:12 GMT-0800 (Pacific Standard Time),NA,28,warmup/eagle.jpg,hummingbird,This is a ,no,2,birds,Patricia,eagle,yes,Please label the pictures below.,NA,NA,NA,52,NA,I was enjoyed this survey.,warmup/colibri.jpg,birds,graduated_college,English,male,NA,birds,NA,3,1575647172430,1,NA,This is an ,1,These are both,NA,Eagle,warmup1
1174,hummingbird,Fri Dec 06 2019 07:46:12 GMT-0800 (Pacific Standard Time),NA,28,warmup/eagle.jpg,hummingbird,This is a ,no,2,birds,Patricia,eagle,yes,Please label the pictures below.,NA,NA,NA,52,NA,I was enjoyed this survey.,warmup/colibri.jpg,birds,graduated_college,English,male,NA,birds,NA,3,1575647172430,2,NA,This is an ,1,These are both,NA,Eagle,warmup1
1174,NA,Fri Dec 06 2019 07:46:12 GMT-0800 (Pacific Standard Time),images/bird-parade.png,28,NA,NA,That ,no,2,birds,Patricia,NA,yes,You also see this one:,predicative,You say to your friend:,sparrow,52,sparrow,I was enjoyed this survey.,NA,NA,graduated_college,English,male,,NA,You see the following:,1,1575647172430,NA,images/sparrow.png,NA,1, is small.,small,NA,main1
1174,NA,Fri Dec 06 2019 07:46:12 GMT-0800 (Pacific Standard Time),images/dog-parade.png,28,NA,NA,That ,no,2,dogs,Patricia,NA,yes,You also see this one:,predicative,You say to your friend:,chihuahua,52,chichiua,I was enjoyed this survey.,NA,NA,graduated_college,English,male,,NA,You see the following:,2,1575647172430,NA,images/chihuahua.png,NA,1, is small.,small,NA,main1
1174,NA,Fri Dec 06 2019 07:46:12 GMT-0800 (Pacific Standard Time),images/bird-parade2.png,28,NA,NA,That ,no,2,birds,Patricia,NA,yes,You also see this one:,predicative,You say to your friend:,eagle,52,Eagle,I was enjoyed this survey.,NA,NA,graduated_college,English,male,,NA,You see the following:,3,1575647172430,NA,images/eagle.png,NA,1, is big.,big,NA,main1
1174,asa,Fri Dec 06 2019 07:46:12 GMT-0800 (Pacific Standard Time),NA,28,warmup/sunflower.png,dandelion,This is a ,no,2,flowers,Patricia,sunflower,yes,Please label the pictures below.,NA,NA,NA,52,NA,I was enjoyed this survey.,warmup/dandelion.jpg,flower,graduated_college,English,male,NA,flowers,NA,1,1575647172430,1,NA,This is a ,1,These are both,NA,sunflower,warmup2
1174,dandelion,Fri Dec 06 2019 07:46:12 GMT-0800 (Pacific Standard Time),NA,28,warmup/sunflower.png,dandelion,This is a ,no,2,flowers,Patricia,sunflower,yes,Please label the pictures below.,NA,NA,NA,52,NA,I was enjoyed this survey.,warmup/dandelion.jpg,flowers,graduated_college,English,male,NA,flowers,NA,1,1575647172430,2,NA,This is a ,1,These are both,NA,sunflower,warmup2
1174,goose,Fri Dec 06 2019 07:46:12 GMT-0800 (Pacific Standard Time),NA,28,warmup/canary.jpg,swan,This is a ,no,2,birds,Patricia,canary,yes,Please label the pictures below.,NA,NA,NA,52,NA,I was enjoyed this survey.,warmup/swan.jpg,birds,graduated_college,English,male,NA,birds,NA,2,1575647172430,1,NA,This is a ,1,These are both,NA,sparrow,warmup2
1174,swan,Fri Dec 06 2019 07:46:12 GMT-0800 (Pacific Standard Time),NA,28,warmup/canary.jpg,swan,This is a ,no,2,birds,Patricia,canary,yes,Please label the pictures below.,NA,NA,NA,52,NA,I was enjoyed this survey.,warmup/swan.jpg,birds,graduated_college,English,male,NA,birds,NA,2,1575647172430,2,NA,This is a ,1,These are both,NA,canary,warmup2
1174,shark,Fri Dec 06 2019 07:46:12 GMT-0800 (Pacific Standard Time),NA,28,warmup/clownfish.jpg,tuna,This is a ,no,2,fish,Patricia,clownfish,yes,Please label the pictures below.,NA,NA,NA,52,NA,I was enjoyed this survey.,warmup/tuna.jpg,fish,graduated_college,English,male,NA,fish,NA,3,1575647172430,1,NA,This is a ,1,These are both,NA,fish,warmup2
1174,tuna,Fri Dec 06 2019 07:46:12 GMT-0800 (Pacific Standard Time),NA,28,warmup/clownfish.jpg,tuna,This is a ,no,2,fish,Patricia,clownfish,yes,Please label the pictures below.,NA,NA,NA,52,NA,I was enjoyed this survey.,warmup/tuna.jpg,fish,graduated_college,English,male,NA,fish,NA,3,1575647172430,2,NA,This is a ,1,These are both,NA,clownfish,warmup2
1174,NA,Fri Dec 06 2019 07:46:12 GMT-0800 (Pacific Standard Time),images/flower-parade2.png,28,NA,NA,That ,no,2,flowers,Patricia,NA,yes,You also see this one:,predicative,You say to your friend:,sunflower,52,sunflower,I was enjoyed this survey.,NA,NA,graduated_college,English,male,,NA,You see the following:,1,1575647172430,NA,images/sunflower.png,NA,1, is big.,big,NA,main2
1174,NA,Fri Dec 06 2019 07:46:12 GMT-0800 (Pacific Standard Time),images/fish-parade2.png,28,NA,NA,That ,no,2,fish,Patricia,NA,yes,You also see this one:,predicative,You say to your friend:,tuna,52,tuna,I was enjoyed this survey.,NA,NA,graduated_college,English,male,,NA,You see the following:,2,1575647172430,NA,images/tuna.png,NA,1, is big.,big,NA,main2
1174,NA,Fri Dec 06 2019 07:46:12 GMT-0800 (Pacific Standard Time),images/bird-parade3.png,28,NA,NA,That ,no,2,birds,Patricia,NA,yes,You also see this one:,predicative,You say to your friend:,canary,52,goose,I was enjoyed this survey.,NA,NA,graduated_college,English,male,,NA,You see the following:,3,1575647172430,NA,images/canary.png,NA,1, is small.,small,NA,main2
1196,dog,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,no,1,dogs,elizabeth,doberman,yes,Please label the pictures below.,NA,NA,NA,55,NA,Thank you!,warmup/chihuahua.jpg,dogs,graduated_college,english,female,NA,dogs,NA,1,1575648104721,1,NA,This is a ,1.00,These are both,NA,dog,warmup1
1196,dog,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,no,1,dogs,elizabeth,doberman,yes,Please label the pictures below.,NA,NA,NA,55,NA,Thank you!,warmup/chihuahua.jpg,dogs,graduated_college,english,female,NA,dogs,NA,1,1575648104721,2,NA,This is a ,1.00,These are both,NA,dog,warmup1
1196,chihuahua,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,no,1,dogs,elizabeth,doberman,yes,Please label the pictures below.,NA,NA,NA,55,NA,Thank you!,warmup/chihuahua.jpg,dogs,graduated_college,english,female,NA,dogs,NA,1,1575648104721,3,NA,This is a ,1.00,These are both,NA,doberman,warmup1
1196,pug,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),NA,28,warmup/great-dane.jpg,pug,This is a ,no,1,dogs,elizabeth,great dane,yes,Please label the pictures below.,NA,NA,NA,55,NA,Thank you!,warmup/pug.jpg,dogs,graduated_college,english,female,NA,dogs,NA,2,1575648104721,1,NA,This is a ,1.00,These are both,NA,great dane,warmup1
1196,hummingbird,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),NA,28,warmup/eagle.jpg,hummingbird,This is a ,no,1,birds,elizabeth,eagle,yes,Please label the pictures below.,NA,NA,NA,55,NA,Thank you!,warmup/colibri.jpg,birds,graduated_college,english,female,NA,birds,NA,3,1575648104721,1,NA,This is an ,1.00,These are both,NA,eagle,warmup1
1196,NA,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),images/dog-parade2.png,28,NA,NA,That ,no,1,dogs,elizabeth,NA,yes,You also see this one:,predicative,You say to your friend:,pug,55,dog,Thank you!,NA,NA,graduated_college,english,female,,NA,You see the following:,1,1575648104721,NA,images/pug.png,NA,1.00, is small.,small,NA,main1
1196,NA,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),images/dog-parade.png,28,NA,NA,That ,no,1,dogs,elizabeth,NA,yes,You also see this one:,predicative,You say to your friend:,doberman,55,dog,Thank you!,NA,NA,graduated_college,english,female,,NA,You see the following:,2,1575648104721,NA,images/doberman.png,NA,1.00, is big.,big,NA,main1
1196,NA,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),images/bird-parade2.png,28,NA,NA,That ,no,1,birds,elizabeth,NA,yes,You also see this one:,predicative,You say to your friend:,eagle,55,bird,Thank you!,NA,NA,graduated_college,english,female,,NA,You see the following:,3,1575648104721,NA,images/eagle.png,NA,1.00, is big.,big,NA,main1
1196,fish,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),NA,28,warmup/clownfish.jpg,tuna,This is a ,no,1,fish,elizabeth,clownfish,yes,Please label the pictures below.,NA,NA,NA,55,NA,Thank you!,warmup/tuna.jpg,fishes,graduated_college,english,female,NA,fish,NA,1,1575648104721,1,NA,This is a ,1.00,These are both,NA,fish,warmup2
1196,tuna,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),NA,28,warmup/clownfish.jpg,tuna,This is a ,no,1,fish,elizabeth,clownfish,yes,Please label the pictures below.,NA,NA,NA,55,NA,Thank you!,warmup/tuna.jpg,fishes,graduated_college,english,female,NA,fish,NA,1,1575648104721,2,NA,This is a ,1.00,These are both,NA,clownfish,warmup2
1196,tuna,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),NA,28,warmup/clownfish.jpg,tuna,This is a ,no,1,fish,elizabeth,clownfish,yes,Please label the pictures below.,NA,NA,NA,55,NA,Thank you!,warmup/tuna.jpg,fish,graduated_college,english,female,NA,fish,NA,1,1575648104721,3,NA,This is a ,1.00,These are both,NA,clownfish,warmup2
1196,dandelion,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),NA,28,warmup/peony.png,daisy,This is a ,no,1,flowers,elizabeth,peony,yes,Please label the pictures below.,NA,NA,NA,55,NA,Thank you!,warmup/daisy.png,flowers,graduated_college,english,female,NA,flowers,NA,2,1575648104721,1,NA,This is a ,1.00,These are both,NA,rose,warmup2
1196,daisy,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),NA,28,warmup/peony.png,daisy,This is a ,no,1,flowers,elizabeth,peony,yes,Please label the pictures below.,NA,NA,NA,55,NA,Thank you!,warmup/daisy.png,flowers,graduated_college,english,female,NA,flowers,NA,2,1575648104721,2,NA,This is a ,1.00,These are both,NA,peony,warmup2
1196,swan,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),NA,28,warmup/canary.jpg,swan,This is a ,no,1,birds,elizabeth,canary,yes,Please label the pictures below.,NA,NA,NA,55,NA,Thank you!,warmup/swan.jpg,birds,graduated_college,english,female,NA,birds,NA,3,1575648104721,1,NA,This is a ,1.00,These are both,NA,finch,warmup2
1196,swan,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),NA,28,warmup/canary.jpg,swan,This is a ,no,1,birds,elizabeth,canary,yes,Please label the pictures below.,NA,NA,NA,55,NA,Thank you!,warmup/swan.jpg,birds,graduated_college,english,female,NA,birds,NA,3,1575648104721,2,NA,This is a ,1.00,These are both,NA,canary,warmup2
1196,NA,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),images/flower-parade.png,28,NA,NA,That ,no,1,flowers,elizabeth,NA,yes,You also see this one:,predicative,You say to your friend:,peony,55,flower,Thank you!,NA,NA,graduated_college,english,female,,NA,You see the following:,1,1575648104721,NA,images/peony.png,NA,1.00, is big.,big,NA,main2
1196,NA,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),images/fish-parade2.png,28,NA,NA,That ,no,1,fish,elizabeth,NA,yes,You also see this one:,predicative,You say to your friend:,clownfish,55,fish,Thank you!,NA,NA,graduated_college,english,female,,NA,You see the following:,2,1575648104721,NA,images/clownfish.png,NA,1.00, is small.,small,NA,main2
1196,NA,Fri Dec 06 2019 11:01:44 GMT-0500 (Eastern Standard Time),images/bird-parade3.png,28,NA,NA,That ,no,1,birds,elizabeth,NA,yes,You also see this one:,predicative,You say to your friend:,canary,55,bird,Thank you!,NA,NA,graduated_college,english,female,,NA,You see the following:,3,1575648104721,NA,images/canary.png,NA,1.00, is small.,small,NA,main2
1258,swan,Fri Dec 06 2019 11:08:12 GMT-0600 (Central Standard Time),NA,28,warmup/canary.jpg,swan,This is a ,no,2,birds,elizabeth,canary,yes,Please label the pictures below.,NA,NA,NA,43,NA,none,warmup/swan.jpg,birds,graduated_college,English,male,NA,birds,NA,1,1575652092374,1,NA,This is a ,1.25,These are both,NA,goldfinch,warmup1
1258,swan,Fri Dec 06 2019 11:08:12 GMT-0600 (Central Standard Time),NA,28,warmup/canary.jpg,swan,This is a ,no,2,birds,elizabeth,canary,yes,Please label the pictures below.,NA,NA,NA,43,NA,none,warmup/swan.jpg,birds,graduated_college,English,male,NA,birds,NA,1,1575652092374,2,NA,This is a ,1.25,These are both,NA,canary,warmup1
1258,daisy,Fri Dec 06 2019 11:08:12 GMT-0600 (Central Standard Time),NA,28,warmup/peony.png,daisy,This is a ,no,2,flowers,elizabeth,peony,yes,Please label the pictures below.,NA,NA,NA,43,NA,none,warmup/daisy.png,flowers,graduated_college,English,male,NA,flowers,NA,2,1575652092374,1,NA,This is a ,1.25,These are both,NA,begonia,warmup1
1258,daisy,Fri Dec 06 2019 11:08:12 GMT-0600 (Central Standard Time),NA,28,warmup/peony.png,daisy,This is a ,no,2,flowers,elizabeth,peony,yes,Please label the pictures below.,NA,NA,NA,43,NA,none,warmup/daisy.png,flowers,graduated_college,English,male,NA,flowers,NA,2,1575652092374,2,NA,This is a ,1.25,These are both,NA,peony,warmup1
1258,dandelion,Fri Dec 06 2019 11:08:12 GMT-0600 (Central Standard Time),NA,28,warmup/sunflower.png,dandelion,This is a ,no,2,flowers,elizabeth,sunflower,yes,Please label the pictures below.,NA,NA,NA,43,NA,none,warmup/dandelion.jpg,flowers,graduated_college,English,male,NA,flowers,NA,3,1575652092374,1,NA,This is a ,1.25,These are both,NA,sunflower,warmup1
1258,NA,Fri Dec 06 2019 11:08:12 GMT-0600 (Central Standard Time),images/bird-parade3.png,28,NA,NA,That ,no,2,birds,elizabeth,NA,yes,You also see this one:,predicative,You say to your friend:,swan,43,swan,none,NA,NA,graduated_college,English,male,,NA,You see the following:,1,1575652092374,NA,images/swan.png,NA,1.25, is big.,big,NA,main1
1258,NA,Fri Dec 06 2019 11:08:12 GMT-0600 (Central Standard Time),images/flower-parade2.png,28,NA,NA,That ,no,2,flowers,elizabeth,NA,yes,You also see this one:,predicative,You say to your friend:,dandelion,43,dandelion,none,NA,NA,graduated_college,English,male,,NA,You see the following:,2,1575652092374,NA,images/dandelion.png,NA,1.25, is small.,small,NA,main1
1258,NA,Fri Dec 06 2019 11:08:12 GMT-0600 (Central Standard Time),images/flower-parade.png,28,NA,NA,That ,no,2,flowers,elizabeth,NA,yes,You also see this one:,predicative,You say to your friend:,daisy,43,daisy,none,NA,NA,graduated_college,English,male,,NA,You see the following:,3,1575652092374,NA,images/daisy.png,NA,1.25, is small.,small,NA,main1
1258,hummingbird,Fri Dec 06 2019 11:08:12 GMT-0600 (Central Standard Time),NA,28,warmup/eagle.jpg,hummingbird,This is a ,no,2,birds,elizabeth,eagle,yes,Please label the pictures below.,NA,NA,NA,43,NA,none,warmup/colibri.jpg,birds,graduated_college,English,male,NA,birds,NA,1,1575652092374,1,NA,This is an ,1.25,These are both,NA,eagle,warmup2
1258,chihuahua,Fri Dec 06 2019 11:08:12 GMT-0600 (Central Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,no,2,dogs,elizabeth,doberman,yes,Please label the pictures below.,NA,NA,NA,43,NA,none,warmup/chihuahua.jpg,dogs,graduated_college,English,male,NA,dogs,NA,2,1575652092374,1,NA,This is a ,1.25,These are both,NA,doberman,warmup2
1258,redwood,Fri Dec 06 2019 11:08:12 GMT-0600 (Central Standard Time),NA,28,warmup/bonsai.jpg,redwood|sequoia,This is a ,no,2,trees,elizabeth,bonsai,yes,Please label the pictures below.,NA,NA,NA,43,NA,none,warmup/sequoia.jpg,trees,graduated_college,English,male,NA,trees,NA,3,1575652092374,1,NA,This is a ,1.25,These are both,NA,bonsai,warmup2
1258,NA,Fri Dec 06 2019 11:08:12 GMT-0600 (Central Standard Time),images/dog-parade.png,28,NA,NA,That ,no,2,dogs,elizabeth,NA,yes,You also see this one:,predicative,You say to your friend:,doberman,43,doberman,none,NA,NA,graduated_college,English,male,,NA,You see the following:,1,1575652092374,NA,images/doberman.png,NA,1.25, is big.,big,NA,main2
1258,NA,Fri Dec 06 2019 11:08:12 GMT-0600 (Central Standard Time),images/tree-parade.png,28,NA,NA,That ,no,2,trees,elizabeth,NA,yes,You also see this one:,predicative,You say to your friend:,sequoia,43,redwood,none,NA,NA,graduated_college,English,male,,NA,You see the following:,2,1575652092374,NA,images/sequoia.png,NA,1.25, is big.,big,NA,main2
1258,NA,Fri Dec 06 2019 11:08:12 GMT-0600 (Central Standard Time),images/bird-parade2.png,28,NA,NA,That ,no,2,birds,elizabeth,NA,yes,You also see this one:,predicative,You say to your friend:,hummingbird,43,hummingbird,none,NA,NA,graduated_college,English,male,,NA,You see the following:,3,1575652092374,NA,images/hummingbird.png,NA,1.25, is small.,small,NA,main2
1294,lilly,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),NA,28,warmup/sunflower.png,dandelion,This is a ,NOne,2,flowers,Elizabeth,sunflower,,Please label the pictures below.,NA,NA,NA,,NA,pleasant,warmup/dandelion.jpg,flowers,,English,,NA,flowers,NA,1,1575923077459,1,NA,This is a ,1.00,These are both,NA,Sunflower,warmup1
1294,dandelion,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),NA,28,warmup/sunflower.png,dandelion,This is a ,NOne,2,flowers,Elizabeth,sunflower,,Please label the pictures below.,NA,NA,NA,,NA,pleasant,warmup/dandelion.jpg,flower,,English,,NA,flowers,NA,1,1575923077459,2,NA,This is a ,1.00,These are both,NA,Sunflower,warmup1
1294,dandelion,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),NA,28,warmup/sunflower.png,dandelion,This is a ,NOne,2,flowers,Elizabeth,sunflower,,Please label the pictures below.,NA,NA,NA,,NA,pleasant,warmup/dandelion.jpg,flowers,,English,,NA,flowers,NA,1,1575923077459,3,NA,This is a ,1.00,These are both,NA,Sunflower,warmup1
1294,tuna,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),NA,28,warmup/clownfish.jpg,tuna,This is a ,NOne,2,fish,Elizabeth,clownfish,,Please label the pictures below.,NA,NA,NA,,NA,pleasant,warmup/tuna.jpg,fish,,English,,NA,fish,NA,2,1575923077459,1,NA,This is a ,1.00,These are both,NA,clownfish,warmup1
1294,goose,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),NA,28,warmup/sparrow.jpg,goose,This is a ,NOne,2,birds,Elizabeth,sparrow,,Please label the pictures below.,NA,NA,NA,,NA,pleasant,warmup/goose.png,bird,,English,,NA,birds,NA,3,1575923077459,1,NA,This is a ,1.00,These are both,NA,bird,warmup1
1294,goose,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),NA,28,warmup/sparrow.jpg,goose,This is a ,NOne,2,birds,Elizabeth,sparrow,,Please label the pictures below.,NA,NA,NA,,NA,pleasant,warmup/goose.png,birds,,English,,NA,birds,NA,3,1575923077459,2,NA,This is a ,1.00,These are both,NA,sparrow,warmup1
1294,NA,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),images/bird-parade.png,28,NA,NA,That ,NOne,2,birds,Elizabeth,NA,,You also see this one:,predicative,You say to your friend:,goose,,goose,pleasant,NA,NA,,English,,,NA,You see the following:,1,1575923077459,NA,images/goose.png,NA,1.00, is big.,big,NA,main1
1294,NA,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),images/flower-parade2.png,28,NA,NA,That ,NOne,2,flowers,Elizabeth,NA,,You also see this one:,predicative,You say to your friend:,sunflower,,sunflower,pleasant,NA,NA,,English,,,NA,You see the following:,2,1575923077459,NA,images/sunflower.png,NA,1.00, is big.,big,NA,main1
1294,NA,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),images/fish-parade2.png,28,NA,NA,That ,NOne,2,fish,Elizabeth,NA,,You also see this one:,predicative,You say to your friend:,tuna,,tuna,pleasant,NA,NA,,English,,,NA,You see the following:,3,1575923077459,NA,images/tuna.png,NA,1.00, is big.,big,NA,main1
1294,spine fish,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),NA,28,warmup/goldfish.png,swordfish,This is a ,NOne,2,fish,Elizabeth,goldfish,,Please label the pictures below.,NA,NA,NA,,NA,pleasant,warmup/swordfish.jpg,fish,,English,,NA,fish,NA,1,1575923077459,1,NA,This is a ,1.00,These are both,NA,fish,warmup2
1294,swordfish,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),NA,28,warmup/goldfish.png,swordfish,This is a ,NOne,2,fish,Elizabeth,goldfish,,Please label the pictures below.,NA,NA,NA,,NA,pleasant,warmup/swordfish.jpg,fish,,English,,NA,fish,NA,1,1575923077459,2,NA,This is a ,1.00,These are both,NA,fishgoldfish,warmup2
1294,swordfish,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),NA,28,warmup/goldfish.png,swordfish,This is a ,NOne,2,fish,Elizabeth,goldfish,,Please label the pictures below.,NA,NA,NA,,NA,pleasant,warmup/swordfish.jpg,fish,,English,,NA,fish,NA,1,1575923077459,3,NA,This is a ,1.00,These are both,NA,goldfish,warmup2
1294,dog,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,NOne,2,dogs,Elizabeth,doberman,,Please label the pictures below.,NA,NA,NA,,NA,pleasant,warmup/chihuahua.jpg,dogs,,English,,NA,dogs,NA,2,1575923077459,1,NA,This is a ,1.00,These are both,NA,doberman,warmup2
1294,chihuahua,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,NOne,2,dogs,Elizabeth,doberman,,Please label the pictures below.,NA,NA,NA,,NA,pleasant,warmup/chihuahua.jpg,dogs,,English,,NA,dogs,NA,2,1575923077459,2,NA,This is a ,1.00,These are both,NA,doberman,warmup2
1294,lilli,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),NA,28,warmup/peony.png,daisy,This is a ,NOne,2,flowers,Elizabeth,peony,,Please label the pictures below.,NA,NA,NA,,NA,pleasant,warmup/daisy.png,flowers,,English,,NA,flowers,NA,3,1575923077459,1,NA,This is a ,1.00,These are both,NA,rose,warmup2
1294,daisy,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),NA,28,warmup/peony.png,daisy,This is a ,NOne,2,flowers,Elizabeth,peony,,Please label the pictures below.,NA,NA,NA,,NA,pleasant,warmup/daisy.png,flowers,,English,,NA,flowers,NA,3,1575923077459,2,NA,This is a ,1.00,These are both,NA,peony,warmup2
1294,NA,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),images/dog-parade.png,28,NA,NA,That ,NOne,2,dogs,Elizabeth,NA,,You also see this one:,predicative,You say to your friend:,chihuahua,,chihuahua,pleasant,NA,NA,,English,,,NA,You see the following:,1,1575923077459,NA,images/chihuahua.png,NA,1.00, is small.,small,NA,main2
1294,NA,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),images/fish-parade.png,28,NA,NA,That ,NOne,2,fish,Elizabeth,NA,,You also see this one:,predicative,You say to your friend:,goldfish,,goldfish,pleasant,NA,NA,,English,,,NA,You see the following:,2,1575923077459,NA,images/goldfish.png,NA,1.00, is small.,small,NA,main2
1294,NA,Mon Dec 09 2019 15:24:37 GMT-0500 (Eastern Standard Time),images/flower-parade.png,28,NA,NA,That ,NOne,2,flowers,Elizabeth,NA,,You also see this one:,predicative,You say to your friend:,daisy,,daisy,pleasant,NA,NA,,English,,,NA,You see the following:,3,1575923077459,NA,images/daisy.png,NA,1.00, is small.,small,NA,main2
1197,pug,Fri Dec 06 2019 10:59:31 GMT-0500 (Eastern Standard Time),NA,28,warmup/great-dane.jpg,pug,This is a ,No,2,dogs,sarah,great dane,confused,Please label the pictures below.,NA,NA,NA,30,NA,I was confused about the grouping questions,warmup/pug.jpg,dog,graduated_college,English,male,NA,dogs,NA,1,1575647971082,1,NA,This is a ,1,These are both,NA,great dane,warmup1
1197,pug,Fri Dec 06 2019 10:59:31 GMT-0500 (Eastern Standard Time),NA,28,warmup/great-dane.jpg,pug,This is a ,No,2,dogs,sarah,great dane,confused,Please label the pictures below.,NA,NA,NA,30,NA,I was confused about the grouping questions,warmup/pug.jpg,dogs,graduated_college,English,male,NA,dogs,NA,1,1575647971082,2,NA,This is a ,1,These are both,NA,great dane,warmup1
1197,chihuahua,Fri Dec 06 2019 10:59:31 GMT-0500 (Eastern Standard Time),NA,28,warmup/doberman.png,chihuahua,This is a ,No,2,dogs,sarah,doberman,confused,Please label the pictures below.,NA,NA,NA,30,NA,I was confused about the grouping questions,warmup/chihuahua.jpg,dogs,graduated_college,English,male,NA,dogs,NA,2,1575647971082,1,NA,This is a ,1,These are both,NA,doberman,warmup1
1197,hummingbird,Fri Dec 06 2019 10:59:31 GMT-0500 (Eastern Standard Time),NA,28,warmup/eagle.jpg,hummingbird,This is a ,No,2,birds,sarah,eagle,confused,Please label the pictures below.,NA,NA,NA,30,NA,I was confused about the grouping questions,warmup/colibri.jpg,birds,graduated_college,English,male,NA,birds,NA,3,1575647971082,1,NA,This is an ,1,These are both,NA,eagle,warmup1
1197,NA,Fri Dec 06 2019 10:59:31 GMT-0500 (Eastern Standard Time),images/dog-parade.png,28,NA,NA,That ,No,2,dogs,sarah,NA,confused,You also see this one:,predicative,You say to your friend:,doberman,30,doberman,I was confused about the grouping questions,NA,NA,graduated_college,English,male,,NA,You see the following:,1,1575647971082,NA,images/doberman.png,NA,1, is big.,big,NA,main1
1197,NA,Fri Dec 06 2019 10:59:31 GMT-0500 (Eastern Standard Time),images/dog-parade2.png,28,NA,NA,That ,No,2,dogs,sarah,NA,confused,You also see this one:,predicative,You say to your friend:,pug,30,pug,I was confused about the grouping questions,NA,NA,graduated_college,English,male,,NA,You see the following:,2,1575647971082,NA,images/pug.png,NA,1, is small.,small,NA,main1
1197,NA,Fri Dec 06 2019 10:59:31 GMT-0500 (Eastern Standard Time),images/bird-parade2.png,28,NA,NA,That ,No,2,birds,sarah,NA,confused,You also see this one:,predicative,You say to your friend:,eagle,30,eagle,I was confused about the grouping questions,NA,NA,graduated_college,English,male,,NA,You see the following:,3,1575647971082,NA,images/eagle.png,NA,1, is big.,big,NA,main1
