submission_id,question,response1,sentence_left,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,correct2,pic_spec,understand,text,age,response,comments,ref_spec,picture1,response3,education,target_size,languages,sex,RT,correct3,context,trial_number,startTime,attempts,question3,fairprice,question2,response2,trial_name
278,NA,tree,NA,NA,9,warmup/bonsai.jpg,redwood|sequoia,This is a,Nothing,1,trees,Jessica,bonsai,NA,NA,Please label the pictures below.,25,NA,interesting survey,NA,warmup/sequoia.jpg,trees,some_college,NA,English,male,NA,trees,NA,1,1565986278643,1,This is a,1.5,These are both,hfyt,warmup2
278,NA,redwood,NA,NA,9,warmup/bonsai.jpg,redwood|sequoia,This is a,Nothing,1,trees,Jessica,bonsai,NA,NA,Please label the pictures below.,25,NA,interesting survey,NA,warmup/sequoia.jpg,trees,some_college,NA,English,male,NA,trees,NA,1,1565986278643,2,This is a,1.5,These are both,bonsai,warmup2
278,NA,fox,NA,NA,9,warmup/doberman.png,chihuahua,This is a,Nothing,1,dogs,Jessica,doberman,NA,NA,Please label the pictures below.,25,NA,interesting survey,NA,warmup/chihuahua.jpg,animals,some_college,NA,English,male,NA,dogs,NA,2,1565986278643,1,This is a,1.5,These are both,dog,warmup2
278,NA,chihuahua,NA,NA,9,warmup/doberman.png,chihuahua,This is a,Nothing,1,dogs,Jessica,doberman,NA,NA,Please label the pictures below.,25,NA,interesting survey,NA,warmup/chihuahua.jpg,animals,some_college,NA,English,male,NA,dogs,NA,2,1565986278643,2,This is a,1.5,These are both,doberman,warmup2
278,NA,chihuahua,NA,NA,9,warmup/doberman.png,chihuahua,This is a,Nothing,1,dogs,Jessica,doberman,NA,NA,Please label the pictures below.,25,NA,interesting survey,NA,warmup/chihuahua.jpg,dogs,some_college,NA,English,male,NA,dogs,NA,2,1565986278643,3,This is a,1.5,These are both,doberman,warmup2
278,NA,hgdchg,NA,NA,9,warmup/great-dane.jpg,pug,This is a,Nothing,1,dogs,Jessica,great dane,NA,NA,Please label the pictures below.,25,NA,interesting survey,NA,warmup/pug.jpg,dogs,some_college,NA,English,male,NA,dogs,NA,3,1565986278643,1,This is a,1.5,These are both,hggfdhtj,warmup2
278,NA,pug,NA,NA,9,warmup/great-dane.jpg,pug,This is a,Nothing,1,dogs,Jessica,great dane,NA,NA,Please label the pictures below.,25,NA,interesting survey,NA,warmup/pug.jpg,dogs,some_college,NA,English,male,NA,dogs,NA,3,1565986278643,2,This is a,1.5,These are both,great dane,warmup2
278,Please rephrase your friend's comment.,NA,It is big relative to other,images/tree-parade-redwood.png,9,NA,NA,NA,Nothing,1,trees,Jessica,NA,1,NA,Your friend points to another member of the group which you cannot see and says: <br/><b>That one is big.</b>,25,That one is big,interesting survey,1,NA,NA,some_college,big,English,male,NA,NA,You and your friend see the following:,1,1565986278643,NA,NA,1.5,NA,NA,custom_main_text2
278,Please rephrase your friend's comment.,NA,It is small relative to other,images/dog-parade-chihuahua.png,9,NA,NA,NA,Nothing,1,dogs1,Jessica,NA,1,NA,Your friend points to another member of the group which you cannot see and says: <br/><b>That chihuahua is small.</b>,25,That chihuahua is small,interesting survey,0,NA,NA,some_college,small,English,male,NA,NA,You and your friend see the following:,2,1565986278643,NA,NA,1.5,NA,NA,custom_main_text2
278,Please rephrase your friend's comment.,NA,It is big relative to other,images/dog-parade-basic2.png,9,NA,NA,NA,Nothing,1,dogs2,Jessica,NA,0,NA,Your friend points to another member of the group which you cannot see and says: <br/><b>That great dane is big.</b>,25,That great dane is big,interesting survey,0,NA,NA,some_college,big,English,male,NA,NA,You and your friend see the following:,3,1565986278643,NA,NA,1.5,NA,NA,custom_main_text2
277,NA,hummingbird,NA,NA,9,warmup/eagle.jpg,hummingbird,This is a,no,2,birds,Sarah,eagle,NA,yes,Please label the pictures below.,28,NA,NA,NA,warmup/colibri.jpg,birds,some_college,NA,English,female,NA,birds,NA,1,1565986150130,1,This is an,1,These are both,eagle,warmup1
277,NA,daffodil,NA,NA,9,warmup/sunflower.png,dandelion,This is a,no,2,flowers,Sarah,sunflower,NA,yes,Please label the pictures below.,28,NA,NA,NA,warmup/dandelion.jpg,flowers,some_college,NA,English,female,NA,flowers,NA,2,1565986150130,1,This is a,1,These are both,sunflower,warmup1
277,NA,dandelion,NA,NA,9,warmup/sunflower.png,dandelion,This is a,no,2,flowers,Sarah,sunflower,NA,yes,Please label the pictures below.,28,NA,NA,NA,warmup/dandelion.jpg,flowers,some_college,NA,English,female,NA,flowers,NA,2,1565986150130,2,This is a,1,These are both,sunflower,warmup1
277,NA,dolphin,NA,NA,9,warmup/goldfish.png,swordfish,This is a,no,2,fish,Sarah,goldfish,NA,yes,Please label the pictures below.,28,NA,NA,NA,warmup/swordfish.jpg,fish,some_college,NA,English,female,NA,fish,NA,3,1565986150130,1,This is a,1,These are both,beta fish,warmup1
277,NA,swordfish,NA,NA,9,warmup/goldfish.png,swordfish,This is a,no,2,fish,Sarah,goldfish,NA,yes,Please label the pictures below.,28,NA,NA,NA,warmup/swordfish.jpg,fish,some_college,NA,English,female,NA,fish,NA,3,1565986150130,2,This is a,1,These are both,goldfish,warmup1
277,Please rephrase your friend's comment.,NA,It is small relative to other,images/bird-parade-basic.png,9,NA,NA,NA,no,2,birds,Sarah,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b> That hummingbird is small.</b>,28,birds,NA,0,NA,NA,some_college,small,English,female,NA,NA,You and your friend see the following:,1,1565986150130,NA,NA,1,NA,NA,custom_main_text1
277,Please rephrase your friend's comment.,NA,It is big relative to other,images/fish-parade-swordfish.png,9,NA,NA,NA,no,2,fish,Sarah,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That one is big.</b>,28,fish,NA,1,NA,NA,some_college,big,English,female,NA,NA,You and your friend see the following:,2,1565986150130,NA,NA,1,NA,NA,custom_main_text1
277,Please rephrase your friend's comment.,NA,It is big relative to other,images/flower-parade-sunflower.png,9,NA,NA,NA,no,2,flowers,Sarah,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That one is big.</b>,28,sunflowers,NA,1,NA,NA,some_college,big,English,female,NA,NA,You and your friend see the following:,3,1565986150130,NA,NA,1,NA,NA,custom_main_text1
277,NA,chihahua,NA,NA,9,warmup/doberman.png,chihuahua,This is a,no,2,dogs,Sarah,doberman,NA,yes,Please label the pictures below.,28,NA,NA,NA,warmup/chihuahua.jpg,dogs,some_college,NA,English,female,NA,dogs,NA,1,1565986150130,1,This is a,1,These are both,doberman,warmup2
277,NA,chihuahua,NA,NA,9,warmup/doberman.png,chihuahua,This is a,no,2,dogs,Sarah,doberman,NA,yes,Please label the pictures below.,28,NA,NA,NA,warmup/chihuahua.jpg,dogs,some_college,NA,English,female,NA,dogs,NA,1,1565986150130,2,This is a,1,These are both,doberman,warmup2
277,NA,pine tree,NA,NA,9,warmup/bonsai.jpg,redwood|sequoia,This is a,no,2,trees,Sarah,bonsai,NA,yes,Please label the pictures below.,28,NA,NA,NA,warmup/sequoia.jpg,trees,some_college,NA,English,female,NA,trees,NA,2,1565986150130,1,This is a,1,These are both,bonzai tree,warmup2
277,NA,redwood,NA,NA,9,warmup/bonsai.jpg,redwood|sequoia,This is a,no,2,trees,Sarah,bonsai,NA,yes,Please label the pictures below.,28,NA,NA,NA,warmup/sequoia.jpg,trees,some_college,NA,English,female,NA,trees,NA,2,1565986150130,2,This is a,1,These are both,bonsai tree,warmup2
277,NA,redwood,NA,NA,9,warmup/bonsai.jpg,redwood|sequoia,This is a,no,2,trees,Sarah,bonsai,NA,yes,Please label the pictures below.,28,NA,NA,NA,warmup/sequoia.jpg,trees,some_college,NA,English,female,NA,trees,NA,2,1565986150130,3,This is a,1,These are both,bonsai,warmup2
277,NA,pug,NA,NA,9,warmup/great-dane.jpg,pug,This is a,no,2,dogs,Sarah,great dane,NA,yes,Please label the pictures below.,28,NA,NA,NA,warmup/pug.jpg,dogs,some_college,NA,English,female,NA,dogs,NA,3,1565986150130,1,This is a,1,These are both,labrador,warmup2
277,NA,pug,NA,NA,9,warmup/great-dane.jpg,pug,This is a,no,2,dogs,Sarah,great dane,NA,yes,Please label the pictures below.,28,NA,NA,NA,warmup/pug.jpg,dogs,some_college,NA,English,female,NA,dogs,NA,3,1565986150130,2,This is a,1,These are both,great dane,warmup2
277,Please rephrase your friend's comment.,NA,It is big relative to other,images/dog-parade-basic2.png,9,NA,NA,NA,no,2,dogs2,Sarah,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That one is big.</b>,28,dogs,NA,1,NA,NA,some_college,big,English,female,NA,NA,You and your friend see the following:,1,1565986150130,NA,NA,1,NA,NA,custom_main_text2
277,Please rephrase your friend's comment.,NA,It is small relative to other,images/dog-parade-basic.png,9,NA,NA,NA,no,2,dogs1,Sarah,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That chihuahua is small.</b>,28,dogs,NA,0,NA,NA,some_college,small,English,female,NA,NA,You and your friend see the following:,2,1565986150130,NA,NA,1,NA,NA,custom_main_text2
277,Please rephrase your friend's comment.,NA,It is small relative to other,images/tree-parade-bonsai.png,9,NA,NA,NA,no,2,trees,Sarah,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That bonsai is small.</b>,28,bonsais,NA,0,NA,NA,some_college,small,English,female,NA,NA,You and your friend see the following:,3,1565986150130,NA,NA,1,NA,NA,custom_main_text2
276,NA,pug,NA,NA,9,warmup/great-dane.jpg,pug,This is a,no,2,dogs,elizabeth,great dane,NA,yes,Please label the pictures below.,29,NA,NA,NA,warmup/pug.jpg,dogs,graduated_high_school,NA,english,female,NA,dogs,NA,1,1565985758366,1,This is a,1,These are both,doberman,warmup1
276,NA,pug,NA,NA,9,warmup/great-dane.jpg,pug,This is a,no,2,dogs,elizabeth,great dane,NA,yes,Please label the pictures below.,29,NA,NA,NA,warmup/pug.jpg,dogs,graduated_high_school,NA,english,female,NA,dogs,NA,1,1565985758366,2,This is a,1,These are both,great dane,warmup1
276,NA,hunmmingbird,NA,NA,9,warmup/eagle.jpg,hummingbird,This is a,no,2,birds,elizabeth,eagle,NA,yes,Please label the pictures below.,29,NA,NA,NA,warmup/colibri.jpg,birds,graduated_high_school,NA,english,female,NA,birds,NA,2,1565985758366,1,This is an,1,These are both,bald eagle,warmup1
276,NA,hummingbird,NA,NA,9,warmup/eagle.jpg,hummingbird,This is a,no,2,birds,elizabeth,eagle,NA,yes,Please label the pictures below.,29,NA,NA,NA,warmup/colibri.jpg,birds,graduated_high_school,NA,english,female,NA,birds,NA,2,1565985758366,2,This is an,1,These are both,eagle,warmup1
276,NA,tree,NA,NA,9,warmup/bonsai.jpg,redwood|sequoia,This is a,no,2,trees,elizabeth,bonsai,NA,yes,Please label the pictures below.,29,NA,NA,NA,warmup/sequoia.jpg,trees,graduated_high_school,NA,english,female,NA,trees,NA,3,1565985758366,1,This is a,1,These are both,bonsai,warmup1
276,NA,redwood,NA,NA,9,warmup/bonsai.jpg,redwood|sequoia,This is a,no,2,trees,elizabeth,bonsai,NA,yes,Please label the pictures below.,29,NA,NA,NA,warmup/sequoia.jpg,trees,graduated_high_school,NA,english,female,NA,trees,NA,3,1565985758366,2,This is a,1,These are both,bonsai,warmup1
276,Please rephrase your friend's comment.,NA,It is big relative to other,images/dog-parade-great-dane.png,9,NA,NA,NA,no,2,dogs2,elizabeth,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a big one.</b>,29,dogs,NA,1,NA,NA,graduated_high_school,big,english,female,NA,NA,You and your friend see the following:,1,1565985758366,NA,NA,1,NA,NA,custom_main_text1
276,Please rephrase your friend's comment.,NA,It is small relative to other,images/tree-parade-bonsai.png,9,NA,NA,NA,no,2,trees,elizabeth,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a small bonsai.</b>,29,bonsai,NA,0,NA,NA,graduated_high_school,small,english,female,NA,NA,You and your friend see the following:,2,1565985758366,NA,NA,1,NA,NA,custom_main_text1
276,Please rephrase your friend's comment.,NA,It is big relative to other,images/bird-parade-basic.png,9,NA,NA,NA,no,2,birds,elizabeth,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b> That's a big one.</b>,29,birds,NA,1,NA,NA,graduated_high_school,big,english,female,NA,NA,You and your friend see the following:,3,1565985758366,NA,NA,1,NA,NA,custom_main_text1
276,NA,sword fish,NA,NA,9,warmup/goldfish.png,swordfish,This is a,no,2,fish,elizabeth,goldfish,NA,yes,Please label the pictures below.,29,NA,NA,NA,warmup/swordfish.jpg,fish,graduated_high_school,NA,english,female,NA,fish,NA,1,1565985758366,1,This is a,1,These are both,gold fish,warmup2
276,NA,swordfish,NA,NA,9,warmup/goldfish.png,swordfish,This is a,no,2,fish,elizabeth,goldfish,NA,yes,Please label the pictures below.,29,NA,NA,NA,warmup/swordfish.jpg,fish,graduated_high_school,NA,english,female,NA,fish,NA,1,1565985758366,2,This is a,1,These are both,goldfish,warmup2
276,NA,chiuaua,NA,NA,9,warmup/doberman.png,chihuahua,This is a,no,2,dogs,elizabeth,doberman,NA,yes,Please label the pictures below.,29,NA,NA,NA,warmup/chihuahua.jpg,dogs,graduated_high_school,NA,english,female,NA,dogs,NA,2,1565985758366,1,This is a,1,These are both,doberman,warmup2
276,NA,chihuahua,NA,NA,9,warmup/doberman.png,chihuahua,This is a,no,2,dogs,elizabeth,doberman,NA,yes,Please label the pictures below.,29,NA,NA,NA,warmup/chihuahua.jpg,dogs,graduated_high_school,NA,english,female,NA,dogs,NA,2,1565985758366,2,This is a,1,These are both,doberman,warmup2
276,NA,dandelion,NA,NA,9,warmup/sunflower.png,dandelion,This is a,no,2,flowers,elizabeth,sunflower,NA,yes,Please label the pictures below.,29,NA,NA,NA,warmup/dandelion.jpg,flowers,graduated_high_school,NA,english,female,NA,flowers,NA,3,1565985758366,1,This is a,1,These are both,sunflower,warmup2
276,Please rephrase your friend's comment.,NA,It is big relative to other,images/dog-parade-basic.png,9,NA,NA,NA,no,2,dogs1,elizabeth,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a big one.</b>,29,dogs,NA,1,NA,NA,graduated_high_school,big,english,female,NA,NA,You and your friend see the following:,1,1565985758366,NA,NA,1,NA,NA,custom_main_text2
276,Please rephrase your friend's comment.,NA,It is small relative to other,images/flower-parade-dandelion.png,9,NA,NA,NA,no,2,flowers,elizabeth,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a small dandelion.</b>,29,dandelion,NA,0,NA,NA,graduated_high_school,small,english,female,NA,NA,You and your friend see the following:,2,1565985758366,NA,NA,1,NA,NA,custom_main_text2
276,Please rephrase your friend's comment.,NA,It is small relative to other,images/fish-parade-basic.png,9,NA,NA,NA,no,2,fish,elizabeth,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That's a small goldfish.</b>,29,fish,NA,0,NA,NA,graduated_high_school,small,english,female,NA,NA,You and your friend see the following:,3,1565985758366,NA,NA,1,NA,NA,custom_main_text2
275,NA,swordfish,NA,NA,9,warmup/goldfish.png,swordfish,This is a,no,1,fish,susan,goldfish,NA,yes,Please label the pictures below.,37,NA,NA,NA,warmup/swordfish.jpg,fish,graduated_college,NA,English,male,NA,fish,NA,1,1565985722101,1,This is a,1.25,These are both,goldfish,warmup1
275,NA,redwood,NA,NA,9,warmup/bonsai.jpg,redwood|sequoia,This is a,no,1,trees,susan,bonsai,NA,yes,Please label the pictures below.,37,NA,NA,NA,warmup/sequoia.jpg,threes,graduated_college,NA,English,male,NA,trees,NA,2,1565985722101,1,This is a,1.25,These are both,bonsai,warmup1
275,NA,redwood,NA,NA,9,warmup/bonsai.jpg,redwood|sequoia,This is a,no,1,trees,susan,bonsai,NA,yes,Please label the pictures below.,37,NA,NA,NA,warmup/sequoia.jpg,trees,graduated_college,NA,English,male,NA,trees,NA,2,1565985722101,2,This is a,1.25,These are both,bonsai,warmup1
275,NA,chihuahua,NA,NA,9,warmup/doberman.png,chihuahua,This is a,no,1,dogs,susan,doberman,NA,yes,Please label the pictures below.,37,NA,NA,NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,English,male,NA,dogs,NA,3,1565985722101,1,This is a,1.25,These are both,rottweiler,warmup1
275,NA,chihuahua,NA,NA,9,warmup/doberman.png,chihuahua,This is a,no,1,dogs,susan,doberman,NA,yes,Please label the pictures below.,37,NA,NA,NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,English,male,NA,dogs,NA,3,1565985722101,2,This is a,1.25,These are both,doberman,warmup1
275,Please rephrase your friend's comment.,NA,It is big relative to other,images/tree-parade-redwood.png,9,NA,NA,NA,no,1,trees,susan,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That redwood is big.</b>,37,trees,NA,0,NA,NA,graduated_college,big,English,male,NA,NA,You and your friend see the following:,1,1565985722101,NA,NA,1.25,NA,NA,custom_main_text1
275,Please rephrase your friend's comment.,NA,It is small relative to other,images/dog-parade-chihuahua.png,9,NA,NA,NA,no,1,dogs1,susan,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That chihuahua is small.</b>,37,dogs,NA,0,NA,NA,graduated_college,small,English,male,NA,NA,You and your friend see the following:,2,1565985722101,NA,NA,1.25,NA,NA,custom_main_text1
275,Please rephrase your friend's comment.,NA,It is small relative to other,images/fish-parade-basic.png,9,NA,NA,NA,no,1,fish,susan,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That one is small.</b>,37,fish,NA,1,NA,NA,graduated_college,small,English,male,NA,NA,You and your friend see the following:,3,1565985722101,NA,NA,1.25,NA,NA,custom_main_text1
275,NA,dandelion,NA,NA,9,warmup/sunflower.png,dandelion,This is a,no,1,flowers,susan,sunflower,NA,yes,Please label the pictures below.,37,NA,NA,NA,warmup/dandelion.jpg,flowers,graduated_college,NA,English,male,NA,flowers,NA,1,1565985722101,1,This is a,1.25,These are both,sunflower,warmup2
275,NA,pug,NA,NA,9,warmup/great-dane.jpg,pug,This is a,no,1,dogs,susan,great dane,NA,yes,Please label the pictures below.,37,NA,NA,NA,warmup/pug.jpg,dogs,graduated_college,NA,English,male,NA,dogs,NA,2,1565985722101,1,This is a,1.25,These are both,great dane,warmup2
275,NA,hummingbird,NA,NA,9,warmup/eagle.jpg,hummingbird,This is a,no,1,birds,susan,eagle,NA,yes,Please label the pictures below.,37,NA,NA,NA,warmup/colibri.jpg,birds,graduated_college,NA,English,male,NA,birds,NA,3,1565985722101,1,This is an,1.25,These are both,eagle,warmup2
275,Please rephrase your friend's comment.,NA,It is big relative to other,images/flower-parade-basic.png,9,NA,NA,NA,no,1,flowers,susan,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That one is big.</b>,37,flowers,NA,1,NA,NA,graduated_college,big,English,male,NA,NA,You and your friend see the following:,1,1565985722101,NA,NA,1.25,NA,NA,custom_main_text2
275,Please rephrase your friend's comment.,NA,It is big relative to other,images/bird-parade-basic.png,9,NA,NA,NA,no,1,birds,susan,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b> That one is big.</b>,37,birds,NA,1,NA,NA,graduated_college,big,English,male,NA,NA,You and your friend see the following:,2,1565985722101,NA,NA,1.25,NA,NA,custom_main_text2
275,Please rephrase your friend's comment.,NA,It is small relative to other,images/dog-parade-pug.png,9,NA,NA,NA,no,1,dogs2,susan,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That pug is small.</b>,37,dogs,NA,0,NA,NA,graduated_college,small,English,male,NA,NA,You and your friend see the following:,3,1565985722101,NA,NA,1.25,NA,NA,custom_main_text2
274,NA,pug,NA,NA,9,warmup/great-dane.jpg,pug,This is a,NA,2,dogs,barbara,great dane,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/pug.jpg,dogs,graduated_college,NA,English,male,NA,dogs,NA,1,1565985633514,1,This is a,1,These are both,greyhound,warmup1
274,NA,pug,NA,NA,9,warmup/great-dane.jpg,pug,This is a,NA,2,dogs,barbara,great dane,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/pug.jpg,dogs,graduated_college,NA,English,male,NA,dogs,NA,1,1565985633514,2,This is a,1,These are both,greyhound,warmup1
274,NA,pug,NA,NA,9,warmup/great-dane.jpg,pug,This is a,NA,2,dogs,barbara,great dane,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/pug.jpg,dogs,graduated_college,NA,English,male,NA,dogs,NA,1,1565985633514,3,This is a,1,These are both,greyhound,warmup1
274,NA,pug,NA,NA,9,warmup/great-dane.jpg,pug,This is a,NA,2,dogs,barbara,great dane,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/pug.jpg,dogs,graduated_college,NA,English,male,NA,dogs,NA,1,1565985633514,4,This is a,1,These are both,great dane,warmup1
274,NA,dandelion,NA,NA,9,warmup/sunflower.png,dandelion,This is a,NA,2,flowers,barbara,sunflower,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/dandelion.jpg,flowers,graduated_college,NA,English,male,NA,flowers,NA,2,1565985633514,1,This is a,1,These are both,sunflower,warmup1
274,NA,maple,NA,NA,9,warmup/bonsai.jpg,redwood|sequoia,This is a,NA,2,trees,barbara,bonsai,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/sequoia.jpg,tress,graduated_college,NA,English,male,NA,trees,NA,3,1565985633514,1,This is a,1,These are both,bonzai,warmup1
274,NA,redwood,NA,NA,9,warmup/bonsai.jpg,redwood|sequoia,This is a,NA,2,trees,barbara,bonsai,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/sequoia.jpg,tress,graduated_college,NA,English,male,NA,trees,NA,3,1565985633514,2,This is a,1,These are both,bonsai,warmup1
274,NA,redwood,NA,NA,9,warmup/bonsai.jpg,redwood|sequoia,This is a,NA,2,trees,barbara,bonsai,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/sequoia.jpg,tress,graduated_college,NA,English,male,NA,trees,NA,3,1565985633514,3,This is a,1,These are both,bonsai,warmup1
274,NA,redwood,NA,NA,9,warmup/bonsai.jpg,redwood|sequoia,This is a,NA,2,trees,barbara,bonsai,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/sequoia.jpg,tress,graduated_college,NA,English,male,NA,trees,NA,3,1565985633514,4,This is a,1,These are both,bonsai,warmup1
274,NA,redwood,NA,NA,9,warmup/bonsai.jpg,redwood|sequoia,This is a,NA,2,trees,barbara,bonsai,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/sequoia.jpg,tress,graduated_college,NA,English,male,NA,trees,NA,3,1565985633514,5,This is a,1,These are both,bonsai,warmup1
274,NA,redwood,NA,NA,9,warmup/bonsai.jpg,redwood|sequoia,This is a,NA,2,trees,barbara,bonsai,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/sequoia.jpg,tress,graduated_college,NA,English,male,NA,trees,NA,3,1565985633514,6,This is a,1,These are both,bonsai,warmup1
274,NA,redwood,NA,NA,9,warmup/bonsai.jpg,redwood|sequoia,This is a,NA,2,trees,barbara,bonsai,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/sequoia.jpg,tress,graduated_college,NA,English,male,NA,trees,NA,3,1565985633514,7,This is a,1,These are both,bonsai,warmup1
274,NA,redwood,NA,NA,9,warmup/bonsai.jpg,redwood|sequoia,This is a,NA,2,trees,barbara,bonsai,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/sequoia.jpg,trees,graduated_college,NA,English,male,NA,trees,NA,3,1565985633514,8,This is a,1,These are both,bonsai,warmup1
274,Please rephrase your friend's comment.,NA,It is small relative to other,images/tree-parade-basic.png,9,NA,NA,NA,NA,2,trees,barbara,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That bonsai is small.</b>,27,trees,NA,0,NA,NA,graduated_college,small,English,male,NA,NA,You and your friend see the following:,1,1565985633514,NA,NA,1,NA,NA,custom_main_text1
274,Please rephrase your friend's comment.,NA,It is big relative to other,images/dog-parade-great-dane.png,9,NA,NA,NA,NA,2,dogs2,barbara,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That one is big.</b>,27,dogs,NA,1,NA,NA,graduated_college,big,English,male,NA,NA,You and your friend see the following:,2,1565985633514,NA,NA,1,NA,NA,custom_main_text1
274,Please rephrase your friend's comment.,NA,It is small relative to other,images/flower-parade-basic.png,9,NA,NA,NA,NA,2,flowers,barbara,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That dandelion is small.</b>,27,flowers,NA,0,NA,NA,graduated_college,small,English,male,NA,NA,You and your friend see the following:,3,1565985633514,NA,NA,1,NA,NA,custom_main_text1
274,NA,chihuahua,NA,NA,9,warmup/doberman.png,chihuahua,This is a,NA,2,dogs,barbara,doberman,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/chihuahua.jpg,dogs,graduated_college,NA,English,male,NA,dogs,NA,1,1565985633514,1,This is a,1,These are both,doberman,warmup2
274,NA,swordfish,NA,NA,9,warmup/goldfish.png,swordfish,This is a,NA,2,fish,barbara,goldfish,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/swordfish.jpg,fish,graduated_college,NA,English,male,NA,fish,NA,2,1565985633514,1,This is a,1,These are both,goldfish,warmup2
274,NA,hummingbird,NA,NA,9,warmup/eagle.jpg,hummingbird,This is a,NA,2,birds,barbara,eagle,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/colibri.jpg,birds,graduated_college,NA,English,male,NA,birds,NA,3,1565985633514,1,This is an,1,These are both,bald eagle,warmup2
274,NA,hummingbird,NA,NA,9,warmup/eagle.jpg,hummingbird,This is a,NA,2,birds,barbara,eagle,NA,yes,Please label the pictures below.,27,NA,NA,NA,warmup/colibri.jpg,birds,graduated_college,NA,English,male,NA,birds,NA,3,1565985633514,2,This is an,1,These are both,eagle,warmup2
274,Please rephrase your friend's comment.,NA,It is big relative to other,images/dog-parade-basic.png,9,NA,NA,NA,NA,2,dogs1,barbara,NA,0,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That one is big.</b>,27,dogs,NA,1,NA,NA,graduated_college,big,English,male,NA,NA,You and your friend see the following:,1,1565985633514,NA,NA,1,NA,NA,custom_main_text2
274,Please rephrase your friend's comment.,NA,It is big relative to other,images/bird-parade-eagle.png,9,NA,NA,NA,NA,2,birds,barbara,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b> That eagle is big.</b>,27,birds,NA,0,NA,NA,graduated_college,big,English,male,NA,NA,You and your friend see the following:,2,1565985633514,NA,NA,1,NA,NA,custom_main_text2
274,Please rephrase your friend's comment.,NA,It is small relative to other,images/fish-parade-goldfish.png,9,NA,NA,NA,NA,2,fish,barbara,NA,1,yes,Your friend points to another member of the group which you cannot see and says: <br/><b>That one is small.</b>,27,fish,NA,1,NA,NA,graduated_college,small,English,male,NA,NA,You and your friend see the following:,3,1565985633514,NA,NA,1,NA,NA,custom_main_text2
273,NA,hummingbird,NA,NA,9,warmup/eagle.jpg,hummingbird,This is a,NA,2,birds,jessica,eagle,NA,yes,Please label the pictures below.,22,NA,NA,NA,warmup/colibri.jpg,birds,some_college,NA,English,female,NA,birds,NA,1,1565985620117,1,This is an,1,These are both,eagle,warmup1
273,NA,daisy,NA,NA,9,warmup/sunflower.png,dandelion,This is a,NA,2,flowers,jessica,sunflower,NA,yes,Please label the pictures below.,22,NA,NA,NA,warmup/dandelion.jpg,flowers,some_college,NA,English,female,NA,flowers,NA,2,1565985620117,1,This is a,1,These are both,sunflower,warmup1
